GPS_week,GPS_tow,Latitude(deg),Longitude(deg),Altitude(m)
2175,39644.000,22.31378010,114.16991403,5.000
2175,39645.000,22.31377821,114.16991636,5.000
2175,39646.000,22.31377850,114.16991452,5.000
2175,39647.000,22.31377967,114.16991530,5.000
2175,39648.000,22.31377800,114.16991688,5.000
2175,39649.000,22.31377693,114.16991572,5.000
2175,39650.000,22.31374478,114.16959977,5.000
2175,39651.000,22.31377800,114.16991579,5.000
2175,39652.000,22.31377690,114.16991723,5.000
2175,39653.000,22.31377847,114.16990720,5.000
2175,39654.000,22.31377664,114.16990447,5.000
2175,39655.000,22.31378554,114.16991671,5.000
2175,39656.000,22.31378881,114.16990194,5.000
2175,39657.000,22.31377161,114.16990857,5.000
2175,39658.000,22.31376885,114.16990574,5.000
2175,39659.000,22.31377315,114.16990858,5.000
2175,39660.000,22.31376328,114.16989917,5.000
2175,39661.000,22.31376324,114.16989910,5.000
2175,39662.000,22.31376335,114.16989916,5.000
2175,39663.000,22.31377708,114.16991602,5.000
2175,39664.000,22.31378119,114.16991440,5.000
2175,39665.000,22.31377717,114.16991754,5.000
2175,39666.000,22.31376900,114.16990896,5.000
2175,39667.000,22.31373484,114.16958486,5.000
2175,39668.000,22.31377358,114.16990750,5.000
2175,39669.000,22.31377656,114.16991298,5.000
2175,39670.000,22.31377730,114.16991264,5.000
2175,39671.000,22.31377601,114.16991587,5.000
2175,39672.000,22.31377850,114.16991238,5.000
2175,39673.000,22.31378108,114.16990855,5.000
2175,39674.000,22.31378429,114.16990749,5.000
2175,39675.000,22.31378406,114.16990705,5.000
2175,39676.000,22.31378634,114.16990146,5.000
2175,39677.000,22.31378917,114.16989860,5.000
2175,39678.000,22.31352188,114.16972366,5.000
2175,39679.000,22.31378646,114.16989912,5.000
2175,39680.000,22.31378407,114.16991147,5.000
2175,39681.000,22.31380185,114.16991817,5.000
2175,39682.000,22.31380994,114.16992066,5.000
2175,39683.000,22.31351088,114.16968933,5.000
2175,39684.000,22.31380345,114.16991658,5.000
2175,39685.000,22.31352253,114.16972064,5.000
2175,39686.000,22.31352252,114.16972065,5.000
2175,39687.000,22.31352252,114.16972065,5.000
2175,39688.000,22.31347049,114.16991673,5.000
2175,39689.000,22.31346999,114.16991909,5.000
2175,39690.000,22.31372662,114.16987250,5.000
2175,39691.000,22.31371384,114.16988023,5.000
2175,39692.000,22.31371862,114.16987883,5.000
2175,39693.000,22.31341776,114.16991934,5.000
2175,39694.000,22.31372424,114.16987960,5.000
2175,39695.000,22.31343537,114.16991871,5.000
2175,39696.000,22.31366351,114.16986835,5.000
2175,39697.000,22.31372758,114.16987629,5.000
2175,39698.000,22.31366559,114.16986716,5.000
2175,39699.000,22.31375789,114.16990131,5.000
2175,39700.000,22.31372316,114.16987890,5.000
2175,39701.000,22.31371811,114.16988100,5.000
2175,39702.000,22.31371273,114.16988098,5.000
2175,39703.000,22.31372747,114.16987608,5.000
2175,39704.000,22.31373333,114.16986543,5.000
2175,39705.000,22.31373849,114.16986487,5.000
2175,39706.000,22.31374880,114.16987907,5.000
2175,39707.000,22.31350259,114.16985698,5.000
2175,39708.000,22.31373655,114.16987246,5.000
2175,39709.000,22.31375462,114.16988823,5.000
2175,39710.000,22.31350525,114.16978415,5.000
2175,39711.000,22.31351548,114.16986408,5.000
2175,39712.000,22.31375937,114.16988915,5.000
2175,39713.000,22.31375256,114.16989483,5.000
2175,39714.000,22.31346860,114.16992099,5.000
2175,39715.000,22.31344984,114.16991943,5.000
2175,39716.000,22.31346748,114.16992082,5.000
2175,39717.000,22.31347135,114.16992000,5.000
2175,39718.000,22.31347220,114.16992040,5.000
2175,39719.000,22.31371884,114.16988260,5.000
2175,39720.000,22.31371669,114.16988302,5.000
2175,39721.000,22.31370572,114.16988531,5.000
2175,39722.000,22.31364450,114.16987083,5.000
2175,39723.000,22.31370506,114.16988506,5.000
2175,39724.000,22.31347868,114.16992129,5.000
2175,39725.000,22.31369600,114.16988312,5.000
2175,39726.000,22.31370598,114.16988574,5.000
2175,39727.000,22.31371479,114.16988760,5.000
2175,39728.000,22.31347267,114.16992005,5.000
2175,39729.000,22.31371339,114.16988631,5.000
2175,39730.000,22.31371680,114.16988508,5.000
2175,39731.000,22.31372740,114.16989282,5.000
2175,39732.000,22.31377487,114.16990215,5.000
2175,39733.000,22.31377511,114.16989991,5.000
2175,39734.000,22.31377599,114.16989324,5.000
2175,39735.000,22.31350513,114.16992019,5.000
2175,39736.000,22.31348977,114.16992266,5.000
2175,39737.000,22.31350127,114.16970559,5.000
2175,39738.000,22.31350533,114.16971784,5.000
2175,39739.000,22.31378363,114.16990134,5.000
2175,39740.000,22.31379049,114.16989538,5.000
2175,39741.000,22.31376227,114.16990021,5.000
2175,39742.000,22.31378517,114.16989183,5.000
2175,39743.000,22.31378662,114.16989727,5.000
2175,39744.000,22.31379080,114.16990317,5.000
2175,39745.000,22.31347484,114.16992021,5.000
2175,39746.000,22.31361643,114.16988471,5.000
2175,39747.000,22.31348191,114.16992136,5.000
2175,39748.000,22.31376499,114.16989900,5.000
2175,39749.000,22.31350819,114.16970083,5.000
2175,39750.000,22.31347459,114.16992161,5.000
2175,39751.000,22.31374450,114.16988684,5.000
2175,39752.000,22.31375254,114.16989121,5.000
2175,39753.000,22.31376201,114.16989918,5.000
2175,39754.000,22.31379475,114.16989013,5.000
2175,39755.000,22.31346744,114.16992109,5.000
2175,39756.000,22.31346042,114.16992157,5.000
2175,39757.000,22.31347174,114.16992101,5.000
2175,39758.000,22.31347284,114.16992150,5.000
2175,39759.000,22.31374871,114.16987904,5.000
2175,39760.000,22.31375279,114.16987861,5.000
2175,39761.000,22.31352382,114.16990410,5.000
2175,39762.000,22.31353081,114.16974181,5.000
2175,39763.000,22.31352005,114.16971186,5.000
2175,39764.000,22.31382552,114.16995156,5.000
2175,39765.000,22.31382534,114.16995059,5.000
2175,39766.000,22.31379078,114.16992079,5.000
2175,39767.000,22.31371133,114.16988419,5.000
2175,39768.000,22.31369938,114.16988163,5.000
2175,39769.000,22.31382932,114.16995092,5.000
2175,39770.000,22.31381479,114.16994066,5.000
2175,39771.000,22.31370825,114.16988327,5.000
2175,39772.000,22.31382859,114.16994641,5.000
2175,39773.000,22.31333256,114.16992627,5.000
2175,39774.000,22.31332532,114.16992939,5.000
2175,39775.000,22.31332573,114.16992963,5.000
2175,39776.000,22.31375219,114.16989965,5.000
2175,39777.000,22.31341069,114.16992682,5.000
2175,39778.000,22.31339538,114.16992518,5.000
2175,39779.000,22.31341972,114.16992039,5.000
2175,39780.000,22.31353065,114.16974134,5.000
2175,39781.000,22.31351942,114.16985478,5.000
2175,39782.000,22.31373801,114.16989102,5.000
2175,39783.000,22.31372527,114.16988085,5.000
2175,39784.000,22.31375521,114.16990087,5.000
2175,39785.000,22.31374708,114.16989460,5.000
2175,39786.000,22.31374336,114.16989333,5.000
2175,39787.000,22.31374029,114.16988923,5.000
2175,39788.000,22.31372503,114.16987874,5.000
2175,39789.000,22.31373608,114.16988420,5.000
2175,39790.000,22.31373606,114.16988418,5.000
2175,39791.000,22.31373392,114.16988902,5.000
2175,39792.000,22.31372398,114.16988038,5.000
2175,39793.000,22.31372965,114.16988303,5.000
2175,39794.000,22.31373272,114.16988801,5.000
2175,39795.000,22.31374691,114.16989777,5.000
2175,39796.000,22.31373173,114.16988961,5.000
2175,39797.000,22.31370667,114.16988802,5.000
2175,39798.000,22.31371753,114.16988651,5.000
2175,39799.000,22.31372913,114.16989115,5.000
2175,39800.000,22.31373085,114.16989261,5.000
2175,39801.000,22.31376693,114.16990389,5.000
2175,39802.000,22.31377761,114.16990469,5.000
2175,39803.000,22.31350277,114.16969201,5.000
2175,39804.000,22.31384231,114.17004530,5.000
2175,39805.000,22.31378788,114.17003298,5.000
2175,39806.000,22.31383370,114.17006731,5.000
2175,39807.000,22.31357444,114.16960462,5.000
2175,39808.000,22.31348823,114.16972626,5.000
2175,39809.000,22.31376793,114.16965998,5.000
2175,39810.000,22.31351629,114.16970874,5.000
2175,39811.000,22.31351781,114.16970802,5.000
2175,39812.000,22.31347581,114.16971397,5.000
2175,39813.000,22.31351328,114.16970074,5.000
2175,39814.000,22.31375120,114.16960009,5.000
2175,39815.000,22.31348000,114.16970145,5.000
2175,39816.000,22.31374498,114.16962334,5.000
2175,39817.000,22.31374267,114.16981952,5.000
2175,39818.000,22.31359403,114.16960406,5.000
2175,39819.000,22.31376107,114.16964514,5.000
2175,39820.000,22.31376381,114.16964117,5.000
2175,39821.000,22.31376675,114.16965025,5.000
2175,39822.000,22.31376640,114.16965022,5.000
2175,39823.000,22.31376968,114.16965599,5.000
2175,39824.000,22.31376654,114.16965023,5.000
2175,39825.000,22.31377219,114.16966519,5.000
2175,39826.000,22.31352675,114.16972435,5.000
2175,39827.000,22.31352676,114.16972434,5.000
2175,39828.000,22.31352826,114.16973088,5.000
2175,39829.000,22.31353118,114.16973883,5.000
2175,39830.000,22.31353118,114.16973882,5.000
2175,39831.000,22.31375035,114.16960551,5.000
2175,39832.000,22.31376811,114.16965574,5.000
2175,39833.000,22.31353119,114.16973882,5.000
2175,39834.000,22.31353451,114.16974257,5.000
2175,39835.000,22.31374663,114.16959071,5.000
2175,39836.000,22.31374732,114.16959176,5.000
2175,39837.000,22.31374873,114.16959257,5.000
2175,39838.000,22.31401434,114.16983068,5.000
2175,39839.000,22.31401611,114.16982760,5.000
2175,39840.000,22.31401464,114.16983018,5.000
2175,39841.000,22.31378463,114.17010093,5.000
2175,39842.000,22.31400722,114.16983211,5.000
2175,39843.000,22.31401478,114.16982957,5.000
2175,39844.000,22.31377271,114.16990099,5.000
2175,39845.000,22.31378284,114.16990950,5.000
2175,39846.000,22.31375993,114.16961745,5.000
2175,39847.000,22.31377361,114.16967966,5.000
2175,39848.000,22.31378965,114.16991534,5.000
2175,39849.000,22.31393525,114.16986087,5.000
2175,39850.000,22.31405722,114.16982938,5.000
2175,39851.000,22.31407963,114.16982484,5.000
2175,39852.000,22.31426967,114.16977812,5.000
2175,39853.000,22.31427366,114.16977720,5.000
2175,39854.000,22.31427356,114.16977665,5.000
2175,39855.000,22.31427337,114.16977767,5.000
2175,39856.000,22.31428823,114.16977365,5.000
2175,39857.000,22.31449979,114.16986813,5.000
2175,39858.000,22.31429214,114.16977473,5.000
2175,39859.000,22.31426455,114.16978730,5.000
2175,39860.000,22.31428872,114.16978030,5.000
2175,39861.000,22.31427167,114.16978785,5.000
2175,39862.000,22.31450280,114.16985948,5.000
2175,39863.000,22.31428293,114.16978550,5.000
2175,39864.000,22.31430450,114.16978163,5.000
2175,39865.000,22.31449968,114.16991208,5.000
2175,39866.000,22.31435689,114.16928746,5.000
2175,39867.000,22.31435689,114.16928746,5.000
2175,39868.000,22.31435693,114.16928744,5.000
2175,39869.000,22.31448051,114.16983457,5.000
2175,39870.000,22.31460290,114.16972492,5.000
2175,39871.000,22.31447037,114.16985734,5.000
2175,39872.000,22.31450312,114.16978577,5.000
2175,39873.000,22.31450312,114.16978577,5.000
2175,39874.000,22.31450347,114.16978727,5.000
2175,39875.000,22.31450363,114.16978763,5.000
2175,39876.000,22.31450364,114.16978705,5.000
2175,39877.000,22.31450360,114.16978777,5.000
2175,39878.000,22.31450550,114.16978954,5.000
2175,39879.000,22.31450336,114.16978514,5.000
2175,39880.000,22.31429099,114.16977893,5.000
2175,39881.000,22.31432788,114.16977623,5.000
2175,39882.000,22.31431016,114.16977739,5.000
2175,39883.000,22.31430856,114.16977764,5.000
2175,39884.000,22.31429244,114.16977650,5.000
2175,39885.000,22.31432774,114.16977625,5.000
2175,39886.000,22.31428913,114.16977299,5.000
2175,39887.000,22.31451780,114.16975309,5.000
2175,39888.000,22.31451829,114.16975328,5.000
2175,39889.000,22.31451826,114.16975327,5.000
2175,39890.000,22.31429483,114.16977311,5.000
2175,39891.000,22.31451191,114.16976235,5.000
2175,39892.000,22.31451897,114.16975146,5.000
2175,39893.000,22.31459817,114.16972557,5.000
2175,39894.000,22.31450072,114.16992984,5.000
2175,39895.000,22.31451512,114.16993198,5.000
2175,39896.000,22.31451924,114.16993169,5.000
2175,39897.000,22.31452319,114.16994653,5.000
2175,39898.000,22.31452392,114.16994505,5.000
2175,39899.000,22.31466190,114.16995100,5.000
2175,39900.000,22.31462106,114.16972090,5.000
2175,39901.000,22.31467945,114.16969624,5.000
2175,39902.000,22.31469855,114.16969622,5.000
2175,39903.000,22.31467516,114.16968980,5.000
2175,39904.000,22.31467457,114.16968975,5.000
2175,39905.000,22.31467437,114.16968980,5.000
2175,39906.000,22.31467401,114.16968930,5.000
2175,39907.000,22.31467401,114.16968930,5.000
2175,39908.000,22.31467609,114.16969243,5.000
2175,39909.000,22.31468086,114.16969843,5.000
2175,39910.000,22.31468678,114.16969814,5.000
2175,39911.000,22.31469943,114.16969964,5.000
2175,39912.000,22.31470853,114.16969996,5.000
2175,39913.000,22.31471544,114.16969922,5.000
2175,39914.000,22.31470985,114.16970027,5.000
2175,39915.000,22.31473281,114.16969715,5.000
2175,39916.000,22.31473243,114.16969767,5.000
2175,39917.000,22.31476897,114.16969031,5.000
2175,39918.000,22.31474391,114.16969593,5.000
2175,39919.000,22.31478261,114.16968835,5.000
2175,39920.000,22.31476816,114.16969105,5.000
2175,39921.000,22.31485154,114.16990570,5.000
2175,39922.000,22.31484640,114.16979266,5.000
2175,39923.000,22.31482555,114.16967861,5.000
2175,39924.000,22.31485964,114.16967087,5.000
2175,39925.000,22.31487421,114.16966562,5.000
2175,39926.000,22.31486477,114.16966379,5.000
2175,39927.000,22.31489537,114.16965869,5.000
2175,39928.000,22.31499005,114.16963842,5.000
2175,39929.000,22.31489790,114.16966045,5.000
2175,39930.000,22.31498733,114.16964030,5.000
2175,39931.000,22.31498969,114.16963727,5.000
2175,39932.000,22.31499369,114.16963912,5.000
2175,39933.000,22.31510003,114.16960927,5.000
2175,39934.000,22.31499890,114.16963340,5.000
2175,39935.000,22.31515100,114.16958417,5.000
2175,39936.000,22.31517247,114.16914094,5.000
2175,39937.000,22.31518208,114.16914060,5.000
2175,39938.000,22.31518304,114.16914079,5.000
2175,39939.000,22.31518156,114.16914078,5.000
2175,39940.000,22.31518387,114.16914518,5.000
2175,39941.000,22.31506053,114.16963034,5.000
2175,39942.000,22.31518645,114.16914523,5.000
2175,39943.000,22.31518640,114.16914522,5.000
2175,39944.000,22.31518033,114.16914337,5.000
2175,39945.000,22.31517955,114.16914324,5.000
2175,39946.000,22.31518647,114.16914523,5.000
2175,39947.000,22.31530050,114.16966511,5.000
2175,39948.000,22.31530203,114.16967523,5.000
2175,39949.000,22.31531519,114.16973722,5.000
2175,39950.000,22.31531343,114.16974309,5.000
2175,39951.000,22.31531519,114.16973722,5.000
2175,39952.000,22.31531300,114.16974345,5.000
2175,39953.000,22.31530179,114.16968422,5.000
2175,39954.000,22.31530200,114.16967969,5.000
2175,39955.000,22.31531141,114.16972605,5.000
2175,39956.000,22.31531322,114.16974293,5.000
2175,39957.000,22.31531146,114.16975973,5.000
2175,39958.000,22.31527907,114.16975899,5.000
2175,39959.000,22.31527564,114.16977850,5.000
2175,39960.000,22.31528630,114.16978717,5.000
2175,39961.000,22.31528449,114.16977398,5.000
2175,39962.000,22.31528807,114.16973773,5.000
2175,39963.000,22.31528092,114.16977861,5.000
2175,39964.000,22.31527723,114.16978071,5.000
2175,39965.000,22.31528712,114.16974275,5.000
2175,39966.000,22.31528310,114.16977452,5.000
2175,39967.000,22.31528712,114.16976748,5.000
2175,39968.000,22.31528837,114.16976431,5.000
2175,39969.000,22.31527961,114.16977516,5.000
2175,39970.000,22.31528098,114.16977616,5.000
2175,39971.000,22.31529762,114.16974889,5.000
2175,39972.000,22.31530676,114.16971133,5.000
2175,39973.000,22.31530057,114.16966991,5.000
2175,39974.000,22.31530635,114.16972346,5.000
2175,39975.000,22.31530363,114.16969336,5.000
2175,39976.000,22.31530333,114.16976029,5.000
2175,39977.000,22.31531333,114.16974706,5.000
2175,39978.000,22.31528750,114.16977176,5.000
2175,39979.000,22.31528092,114.16977860,5.000
2175,39980.000,22.31530943,114.16972727,5.000
2175,39981.000,22.31527973,114.16977929,5.000
2175,39982.000,22.31527346,114.16978006,5.000
2175,39983.000,22.31527420,114.16977962,5.000
2175,39984.000,22.31530571,114.16974236,5.000
2175,39985.000,22.31526507,114.16972246,5.000
2175,39986.000,22.31530256,114.16965835,5.000
2175,39987.000,22.31528144,114.16976381,5.000
2175,39988.000,22.31533504,114.16958409,5.000
2175,39989.000,22.31529094,114.16973378,5.000
2175,39990.000,22.31529785,114.16974869,5.000
2175,39991.000,22.31530211,114.16967966,5.000
2175,39992.000,22.31527463,114.16974114,5.000
2175,39993.000,22.31530445,114.16968833,5.000
2175,39994.000,22.31517858,114.16914527,5.000
2175,39995.000,22.31517953,114.16914479,5.000
2175,39996.000,22.31518052,114.16914322,5.000
2175,39997.000,22.31536495,114.16955837,5.000
2175,39998.000,22.31540877,114.16954121,5.000
2175,39999.000,22.31518620,114.16914109,5.000
2175,40000.000,22.31518614,114.16914111,5.000
2175,40001.000,22.31541029,114.16954305,5.000
2175,40002.000,22.31541272,114.16954104,5.000
2175,40003.000,22.31518039,114.16914527,5.000
2175,40004.000,22.31529926,114.16964176,5.000
2175,40005.000,22.31547107,114.16953237,5.000
2175,40006.000,22.31588880,114.16953974,5.000
2175,40007.000,22.31556599,114.16947958,5.000
2175,40008.000,22.31590757,114.16943894,5.000
2175,40009.000,22.31591057,114.16943121,5.000
2175,40010.000,22.31556130,114.16950714,5.000
2175,40011.000,22.31564966,114.16947230,5.000
2175,40012.000,22.31590509,114.16943566,5.000
2175,40013.000,22.31571671,114.16945364,5.000
2175,40014.000,22.31559774,114.16947763,5.000
2175,40015.000,22.31560037,114.16948412,5.000
2175,40016.000,22.31590857,114.16943372,5.000
2175,40017.000,22.31570820,114.16945504,5.000
2175,40018.000,22.31590888,114.16944498,5.000
2175,40019.000,22.31576939,114.16944731,5.000
2175,40020.000,22.31576924,114.16944589,5.000
2175,40021.000,22.31580769,114.16944434,5.000
2175,40022.000,22.31580583,114.16944830,5.000
2175,40023.000,22.31576082,114.16944806,5.000
2175,40024.000,22.31575455,114.16961692,5.000
2175,40025.000,22.31575456,114.16961692,5.000
2175,40026.000,22.31579158,114.16944980,5.000
2175,40027.000,22.31557340,114.16948781,5.000
2175,40028.000,22.31576549,114.16961533,5.000
2175,40029.000,22.31599672,114.16970039,5.000
2175,40030.000,22.31586895,114.16960448,5.000
2175,40031.000,22.31576546,114.16961533,5.000
2175,40032.000,22.31600371,114.16968554,5.000
2175,40033.000,22.31600490,114.16968261,5.000
2175,40034.000,22.31600502,114.16968243,5.000
2175,40035.000,22.31573909,114.16959993,5.000
2175,40036.000,22.31576136,114.16961688,5.000
2175,40037.000,22.31576134,114.16961693,5.000
2175,40038.000,22.31581167,114.16961187,5.000
2175,40039.000,22.31579118,114.16961547,5.000
2175,40040.000,22.31579118,114.16961548,5.000
2175,40041.000,22.31585992,114.16960471,5.000
2175,40042.000,22.31585085,114.16960464,5.000
2175,40043.000,22.31591094,114.16944462,5.000
2175,40044.000,22.31584688,114.16944816,5.000
2175,40045.000,22.31602253,114.16965387,5.000
2175,40046.000,22.31585583,114.16960340,5.000
2175,40047.000,22.31598413,114.16970692,5.000
2175,40048.000,22.31610686,114.16950313,5.000
2175,40049.000,22.31610931,114.16951429,5.000
2175,40050.000,22.31610275,114.16947655,5.000
2175,40051.000,22.31609178,114.16947235,5.000
2175,40052.000,22.31610858,114.16945909,5.000
2175,40053.000,22.31619811,114.16939842,5.000
2175,40054.000,22.31610885,114.16957793,5.000
2175,40055.000,22.31619857,114.16939995,5.000
2175,40056.000,22.31624608,114.16937360,5.000
2175,40057.000,22.31645252,114.16943701,5.000
2175,40058.000,22.31646375,114.16942692,5.000
2175,40059.000,22.31647480,114.16943557,5.000
2175,40060.000,22.31646834,114.16945018,5.000
2175,40061.000,22.31648196,114.16944672,5.000
2175,40062.000,22.31633314,114.16956787,5.000
2175,40063.000,22.31650242,114.16944649,5.000
2175,40064.000,22.31649530,114.16941023,5.000
2175,40065.000,22.31646676,114.16941285,5.000
2175,40066.000,22.31648524,114.16947012,5.000
2175,40067.000,22.31610658,114.16908378,5.000
2175,40068.000,22.31649905,114.16947534,5.000
2175,40069.000,22.31650716,114.16947535,5.000
2175,40070.000,22.31650718,114.16947537,5.000
2175,40071.000,22.31649322,114.16947162,5.000
2175,40072.000,22.31646461,114.16934546,5.000
2175,40073.000,22.31648291,114.16935180,5.000
2175,40074.000,22.31648298,114.16935169,5.000
2175,40075.000,22.31643414,114.16934306,5.000
2175,40076.000,22.31646753,114.16934516,5.000
2175,40077.000,22.31648408,114.16935297,5.000
2175,40078.000,22.31650572,114.16936222,5.000
2175,40079.000,22.31650529,114.16936247,5.000
2175,40080.000,22.31652115,114.16935406,5.000
2175,40081.000,22.31652366,114.16935921,5.000
2175,40082.000,22.31639678,114.16904793,5.000
2175,40083.000,22.31652104,114.16935410,5.000
2175,40084.000,22.31652015,114.16935492,5.000
2175,40085.000,22.31647514,114.16917914,5.000
2175,40086.000,22.31652015,114.16935493,5.000
2175,40087.000,22.31652006,114.16935499,5.000
2175,40088.000,22.31652131,114.16935387,5.000
2175,40089.000,22.31650522,114.16936238,5.000
2175,40090.000,22.31660218,114.16929895,5.000
2175,40091.000,22.31650334,114.16936242,5.000
2175,40092.000,22.31650039,114.16935867,5.000
2175,40093.000,22.31649963,114.16935961,5.000
2175,40094.000,22.31661321,114.16929235,5.000
2175,40095.000,22.31663672,114.16929126,5.000
2175,40096.000,22.31668047,114.16927931,5.000
2175,40097.000,22.31670028,114.16928021,5.000
2175,40098.000,22.31671394,114.16927580,5.000
2175,40099.000,22.31663797,114.16929139,5.000
2175,40100.000,22.31669486,114.16928027,5.000
2175,40101.000,22.31670056,114.16927893,5.000
2175,40102.000,22.31672065,114.16927339,5.000
2175,40103.000,22.31672070,114.16927325,5.000
2175,40104.000,22.31676225,114.16926406,5.000
2175,40105.000,22.31676286,114.16926485,5.000
2175,40106.000,22.31676277,114.16926474,5.000
2175,40107.000,22.31677100,114.16926225,5.000
2175,40108.000,22.31676221,114.16926400,5.000
2175,40109.000,22.31679014,114.16925506,5.000
2175,40110.000,22.31681157,114.16924924,5.000
2175,40111.000,22.31681156,114.16924924,5.000
2175,40112.000,22.31681158,114.16924925,5.000
2175,40113.000,22.31681161,114.16924927,5.000
2175,40114.000,22.31681154,114.16924922,5.000
2175,40115.000,22.31681156,114.16924924,5.000
2175,40116.000,22.31681152,114.16924920,5.000
2175,40117.000,22.31682452,114.16924708,5.000
2175,40118.000,22.31682452,114.16924707,5.000
2175,40119.000,22.31682452,114.16924708,5.000
2175,40120.000,22.31684180,114.16924383,5.000
2175,40121.000,22.31685179,114.16924073,5.000
2175,40122.000,22.31687741,114.16923905,5.000
2175,40123.000,22.31686974,114.16923849,5.000
2175,40124.000,22.31690205,114.16923751,5.000
2175,40125.000,22.31690206,114.16923749,5.000
2175,40126.000,22.31686686,114.16924069,5.000
2175,40127.000,22.31685871,114.16924172,5.000
2175,40128.000,22.31684180,114.16924384,5.000
2175,40129.000,22.31682452,114.16924708,5.000
2175,40130.000,22.31684180,114.16924380,5.000
2175,40131.000,22.31684180,114.16924381,5.000
2175,40132.000,22.31686973,114.16923848,5.000
2175,40133.000,22.31696449,114.16920994,5.000
2175,40134.000,22.31696739,114.16920750,5.000
2175,40135.000,22.31685493,114.16924202,5.000
2175,40136.000,22.31685871,114.16924172,5.000
2175,40137.000,22.31692264,114.16923297,5.000
2175,40138.000,22.31693805,114.16922957,5.000
2175,40139.000,22.31706692,114.16918884,5.000
2175,40140.000,22.31706690,114.16918900,5.000
2175,40141.000,22.31706705,114.16918913,5.000
2175,40142.000,22.31706758,114.16918870,5.000
2175,40143.000,22.31706851,114.16918814,5.000
2175,40144.000,22.31706708,114.16918838,5.000
2175,40145.000,22.31697230,114.16885987,5.000
2175,40146.000,22.31706626,114.16918796,5.000
2175,40147.000,22.31706707,114.16918834,5.000
2175,40148.000,22.31706914,114.16918768,5.000
2175,40149.000,22.31698317,114.16884483,5.000
2175,40150.000,22.31718572,114.16918578,5.000
2175,40151.000,22.31699412,114.16882839,5.000
2175,40152.000,22.31701097,114.16921490,5.000
2175,40153.000,22.31705104,114.16919484,5.000
2175,40154.000,22.31699542,114.16882747,5.000
2175,40155.000,22.31699917,114.16882582,5.000
2175,40156.000,22.31705861,114.16918917,5.000
2175,40157.000,22.31705701,114.16918826,5.000
2175,40158.000,22.31698824,114.16885109,5.000
2175,40159.000,22.31718085,114.16917560,5.000
2175,40160.000,22.31722061,114.16916189,5.000
2175,40161.000,22.31723637,114.16915767,5.000
2175,40162.000,22.31720315,114.16914719,5.000
2175,40163.000,22.31702324,114.16918092,5.000
2175,40164.000,22.31703180,114.16918038,5.000
2175,40165.000,22.31703121,114.16918059,5.000
2175,40166.000,22.31707821,114.16917864,5.000
2175,40167.000,22.31714222,114.16916729,5.000
2175,40168.000,22.31707088,114.16917339,5.000
2175,40169.000,22.31716771,114.16916237,5.000
2175,40170.000,22.31719888,114.16915334,5.000
2175,40171.000,22.31741783,114.16937264,5.000
2175,40172.000,22.31741796,114.16937240,5.000
2175,40173.000,22.31741549,114.16934201,5.000
2175,40174.000,22.31715521,114.16911114,5.000
2175,40175.000,22.31741800,114.16937231,5.000
2175,40176.000,22.31730467,114.16914390,5.000
2175,40177.000,22.31732996,114.16904494,5.000
2175,40178.000,22.31732967,114.16904552,5.000
2175,40179.000,22.31714411,114.16910919,5.000
2175,40180.000,22.31712961,114.16910582,5.000
